SOC,Title,Element_ID,Element_Name,Category,Description,Data_Value
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",21.74
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",30.43
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",4.35
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4.35
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",4.35
13-1151.00,"Training and Development Specialists",3.A.3,"On-the-Job Training",1,"None or short demonstration",5.71
13-1151.00,"Training and Development Specialists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",14.29
13-1151.00,"Training and Development Specialists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",25.71
13-1151.00,"Training and Development Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",22.86
13-1151.00,"Training and Development Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",11.43
13-1151.00,"Training and Development Specialists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",11.43
13-1151.00,"Training and Development Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",2.86
13-1151.00,"Training and Development Specialists",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",5.71
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.3,"On-the-Job Training",1,"None or short demonstration",13.04
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",13.04
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",21.74
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",13.04
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",21.74
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",8.7
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4.35
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",4.35
13-1161.01,"Search Marketing Strategists",3.A.3,"On-the-Job Training",1,"None or short demonstration",8.7
13-1161.01,"Search Marketing Strategists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",17.39
13-1161.01,"Search Marketing Strategists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",30.43
13-1161.01,"Search Marketing Strategists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",4.35
13-1161.01,"Search Marketing Strategists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",21.74
13-1161.01,"Search Marketing Strategists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",13.04
13-1161.01,"Search Marketing Strategists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4.35
13-1199.04,"Business Continuity Planners",3.A.3,"On-the-Job Training",1,"None or short demonstration",4.55
13-1199.04,"Business Continuity Planners",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",4.55
13-1199.04,"Business Continuity Planners",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",4.55
13-1199.04,"Business Continuity Planners",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",22.73
13-1199.04,"Business Continuity Planners",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",40.91
13-1199.04,"Business Continuity Planners",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",9.09
13-1199.04,"Business Continuity Planners",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",9.09
13-1199.04,"Business Continuity Planners",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",4.55
13-1199.05,"Sustainability Specialists",3.A.3,"On-the-Job Training",1,"None or short demonstration",13.04
13-1199.05,"Sustainability Specialists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",21.74
13-1199.05,"Sustainability Specialists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",8.7
13-1199.05,"Sustainability Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",21.74
13-1199.05,"Sustainability Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",13.04
13-1199.05,"Sustainability Specialists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",17.39
13-1199.05,"Sustainability Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4.35
13-1199.06,"Online Merchants",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",25.63
13-1199.06,"Online Merchants",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",19.02
13-1199.06,"Online Merchants",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",40.29
13-1199.06,"Online Merchants",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",7.43
13-1199.06,"Online Merchants",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",7.63
13-2031.00,"Budget Analysts",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",0.34
13-2031.00,"Budget Analysts",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",19.2
13-2031.00,"Budget Analysts",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",3.87
13-2031.00,"Budget Analysts",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",52.91
13-2031.00,"Budget Analysts",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",5.15
13-2031.00,"Budget Analysts",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",15.57
13-2031.00,"Budget Analysts",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",2.96
13-2041.00,"Credit Analysts",3.A.3,"On-the-Job Training",1,"None or short demonstration",10
13-2041.00,"Credit Analysts",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",5
13-2041.00,"Credit Analysts",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",35
13-2041.00,"Credit Analysts",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",5
13-2041.00,"Credit Analysts",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",15
13-2041.00,"Credit Analysts",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",25
13-2041.00,"Credit Analysts",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",5
13-2052.00,"Personal Financial Advisors",3.A.3,"On-the-Job Training",1,"None or short demonstration",4.35
13-2052.00,"Personal Financial Advisors",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",13.04
13-2052.00,"Personal Financial Advisors",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",4.35
13-2052.00,"Personal Financial Advisors",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",4.35
13-2052.00,"Personal Financial Advisors",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",21.74
13-2052.00,"Personal Financial Advisors",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",39.13
13-2052.00,"Personal Financial Advisors",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",13.04
13-2053.00,"Insurance Underwriters",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",10
13-2053.00,"Insurance Underwriters",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",36.67
13-2053.00,"Insurance Underwriters",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",33.33
13-2053.00,"Insurance Underwriters",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",16.67
13-2053.00,"Insurance Underwriters",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",3.33
13-2061.00,"Financial Examiners",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",4.35
13-2061.00,"Financial Examiners",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",4.35
13-2061.00,"Financial Examiners",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",13.04
13-2061.00,"Financial Examiners",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",26.09
13-2061.00,"Financial Examiners",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",52.17
13-2071.00,"Credit Counselors",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",16
13-2071.00,"Credit Counselors",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",24
13-2071.00,"Credit Counselors",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",8
13-2071.00,"Credit Counselors",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",44
13-2071.00,"Credit Counselors",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",8
13-2072.00,"Loan Officers",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",15.07
13-2072.00,"Loan Officers",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",22.15
13-2072.00,"Loan Officers",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",1.12
13-2072.00,"Loan Officers",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",32.37
13-2072.00,"Loan Officers",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",19.06
13-2072.00,"Loan Officers",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",3.94
13-2072.00,"Loan Officers",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",6.29
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",15.86
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",9.64
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",15.11
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",25.03
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",27.29
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",0.76
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3.A.3,"On-the-Job Training",9,"Over 10 years",6.3
13-2082.00,"Tax Preparers",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",18.18
13-2082.00,"Tax Preparers",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",36.36
13-2082.00,"Tax Preparers",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",13.64
13-2082.00,"Tax Preparers",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",22.73
13-2082.00,"Tax Preparers",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",4.55
13-2082.00,"Tax Preparers",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4.55
13-2099.01,"Financial Quantitative Analysts",3.A.3,"On-the-Job Training",1,"None or short demonstration",9.09
13-2099.01,"Financial Quantitative Analysts",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",4.55
13-2099.01,"Financial Quantitative Analysts",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",27.27
13-2099.01,"Financial Quantitative Analysts",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",9.09
13-2099.01,"Financial Quantitative Analysts",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",18.18
13-2099.01,"Financial Quantitative Analysts",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",22.73
13-2099.01,"Financial Quantitative Analysts",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",9.09
13-2099.04,"Fraud Examiners, Investigators and Analysts",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",16
13-2099.04,"Fraud Examiners, Investigators and Analysts",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",12
13-2099.04,"Fraud Examiners, Investigators and Analysts",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",40
13-2099.04,"Fraud Examiners, Investigators and Analysts",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",24
13-2099.04,"Fraud Examiners, Investigators and Analysts",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4
13-2099.04,"Fraud Examiners, Investigators and Analysts",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",4
15-1211.00,"Computer Systems Analysts",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",16.02
15-1211.00,"Computer Systems Analysts",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",18.77
15-1211.00,"Computer Systems Analysts",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",36.56
15-1211.00,"Computer Systems Analysts",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",7.12
15-1211.00,"Computer Systems Analysts",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",18.82
15-1211.00,"Computer Systems Analysts",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",2.71
15-1211.01,"Health Informatics Specialists",3.A.3,"On-the-Job Training",1,"None or short demonstration",4.55
15-1211.01,"Health Informatics Specialists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",9.09
15-1211.01,"Health Informatics Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",27.27
15-1211.01,"Health Informatics Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",31.82
15-1211.01,"Health Informatics Specialists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",22.73
15-1211.01,"Health Informatics Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4.55
15-1212.00,"Information Security Analysts",3.A.3,"On-the-Job Training",1,"None or short demonstration",12.73
15-1212.00,"Information Security Analysts",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",3.66
15-1212.00,"Information Security Analysts",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",23.4
15-1212.00,"Information Security Analysts",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",13.39
15-1212.00,"Information Security Analysts",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",27.36
15-1212.00,"Information Security Analysts",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",7.05
15-1212.00,"Information Security Analysts",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",5.82
15-1212.00,"Information Security Analysts",3.A.3,"On-the-Job Training",9,"Over 10 years",6.6
15-1221.00,"Computer and Information Research Scientists",3.A.3,"On-the-Job Training",1,"None or short demonstration",13.64
15-1221.00,"Computer and Information Research Scientists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",5.41
15-1221.00,"Computer and Information Research Scientists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",10.42
15-1221.00,"Computer and Information Research Scientists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",28.1
15-1221.00,"Computer and Information Research Scientists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",36.14
15-1221.00,"Computer and Information Research Scientists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",4.5
15-1221.00,"Computer and Information Research Scientists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",1.8
15-1231.00,"Computer Network Support Specialists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",0.83
15-1231.00,"Computer Network Support Specialists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",15.46
15-1231.00,"Computer Network Support Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",10.95
15-1231.00,"Computer Network Support Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",44.71
15-1231.00,"Computer Network Support Specialists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",12
15-1231.00,"Computer Network Support Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",15.78
15-1231.00,"Computer Network Support Specialists",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",0.26
15-1232.00,"Computer User Support Specialists",3.A.3,"On-the-Job Training",1,"None or short demonstration",1.61
15-1232.00,"Computer User Support Specialists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",24.09
15-1232.00,"Computer User Support Specialists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",26.99
15-1232.00,"Computer User Support Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",35.58
15-1232.00,"Computer User Support Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",6.72
15-1232.00,"Computer User Support Specialists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",3.71
15-1232.00,"Computer User Support Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",0.72
15-1232.00,"Computer User Support Specialists",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",0.59
15-1241.00,"Computer Network Architects",3.A.3,"On-the-Job Training",1,"None or short demonstration",9.09
15-1241.00,"Computer Network Architects",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",9.09
15-1241.00,"Computer Network Architects",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",22.73
15-1241.00,"Computer Network Architects",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",22.73
15-1241.00,"Computer Network Architects",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",13.64
15-1241.00,"Computer Network Architects",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",13.64
15-1241.00,"Computer Network Architects",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4.55
15-1241.00,"Computer Network Architects",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",4.55
15-1241.01,"Telecommunications Engineering Specialists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",4.76
15-1241.01,"Telecommunications Engineering Specialists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",14.29
15-1241.01,"Telecommunications Engineering Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",19.05
15-1241.01,"Telecommunications Engineering Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",28.57
15-1241.01,"Telecommunications Engineering Specialists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",9.52
15-1241.01,"Telecommunications Engineering Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",9.52
15-1241.01,"Telecommunications Engineering Specialists",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",14.29
15-1242.00,"Database Administrators",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",18.65
15-1242.00,"Database Administrators",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",0.18
15-1242.00,"Database Administrators",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",55.09
15-1242.00,"Database Administrators",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",13.25
15-1242.00,"Database Administrators",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",4.01
15-1242.00,"Database Administrators",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",8.82
15-1243.00,"Database Architects",3.A.3,"On-the-Job Training",1,"None or short demonstration",16.67
15-1243.00,"Database Architects",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",16.67
15-1243.00,"Database Architects",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",16.67
15-1243.00,"Database Architects",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",8.33
15-1243.00,"Database Architects",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",20.83
15-1243.00,"Database Architects",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",8.33
15-1243.00,"Database Architects",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4.17
15-1243.00,"Database Architects",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",8.33
15-1243.01,"Data Warehousing Specialists",3.A.3,"On-the-Job Training",1,"None or short demonstration",17.39
15-1243.01,"Data Warehousing Specialists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",8.7
15-1243.01,"Data Warehousing Specialists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",21.74
15-1243.01,"Data Warehousing Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",21.74
15-1243.01,"Data Warehousing Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",13.04
15-1243.01,"Data Warehousing Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",8.7
15-1243.01,"Data Warehousing Specialists",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",8.7
15-1244.00,"Network and Computer Systems Administrators",3.A.3,"On-the-Job Training",1,"None or short demonstration",0.1
15-1244.00,"Network and Computer Systems Administrators",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",10.04
15-1244.00,"Network and Computer Systems Administrators",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",9.56
15-1244.00,"Network and Computer Systems Administrators",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",16.55
15-1244.00,"Network and Computer Systems Administrators",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",23.69
15-1244.00,"Network and Computer Systems Administrators",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",30.55
15-1244.00,"Network and Computer Systems Administrators",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",9.51
15-1251.00,"Computer Programmers",3.A.3,"On-the-Job Training",1,"None or short demonstration",2.43
15-1251.00,"Computer Programmers",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",10.51
15-1251.00,"Computer Programmers",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",9.93
15-1251.00,"Computer Programmers",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",29.72
15-1251.00,"Computer Programmers",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",36.1
15-1251.00,"Computer Programmers",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",2.89
15-1251.00,"Computer Programmers",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",2.29
15-1251.00,"Computer Programmers",3.A.3,"On-the-Job Training",8,"Over 4 years, up to and including 10 years",6.14
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",18.52
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",25.93
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",25.93
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",18.52
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",11.11
15-1254.00,"Web Developers",3.A.3,"On-the-Job Training",1,"None or short demonstration",12.5
15-1254.00,"Web Developers",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",29.17
15-1254.00,"Web Developers",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",16.67
15-1254.00,"Web Developers",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",16.67
15-1254.00,"Web Developers",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",12.5
15-1254.00,"Web Developers",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",8.33
15-1254.00,"Web Developers",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",4.17
15-1255.01,"Video Game Designers",3.A.3,"On-the-Job Training",1,"None or short demonstration",28.57
15-1255.01,"Video Game Designers",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",19.05
15-1255.01,"Video Game Designers",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",19.05
15-1255.01,"Video Game Designers",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",9.52
15-1255.01,"Video Game Designers",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",14.29
15-1255.01,"Video Game Designers",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",9.52
15-1299.01,"Web Administrators",3.A.3,"On-the-Job Training",1,"None or short demonstration",5
15-1299.01,"Web Administrators",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",35
15-1299.01,"Web Administrators",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",30
15-1299.01,"Web Administrators",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",10
15-1299.01,"Web Administrators",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",5
15-1299.01,"Web Administrators",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",5
15-1299.01,"Web Administrators",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",10
15-1299.03,"Document Management Specialists",3.A.3,"On-the-Job Training",1,"None or short demonstration",10
15-1299.03,"Document Management Specialists",3.A.3,"On-the-Job Training",2,"Anything beyond short demonstration, up to and including 1 month",10
15-1299.03,"Document Management Specialists",3.A.3,"On-the-Job Training",3,"Over 1 month, up to and including 3 months",15
15-1299.03,"Document Management Specialists",3.A.3,"On-the-Job Training",4,"Over 3 months, up to and including 6 months",30
15-1299.03,"Document Management Specialists",3.A.3,"On-the-Job Training",5,"Over 6 months, up to and including 1 year",5
15-1299.03,"Document Management Specialists",3.A.3,"On-the-Job Training",6,"Over 1 year, up to and including 2 years",25
15-1299.03,"Document Management Specialists",3.A.3,"On-the-Job Training",7,"Over 2 years, up to and including 4 years",5
