SOC,Title,Element_ID,Element_Name,Category,Description,Data_Value
15-1251.00,"Computer Programmers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",34.58
15-1251.00,"Computer Programmers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",3.58
15-1251.00,"Computer Programmers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",7.75
15-1251.00,"Computer Programmers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",0.96
15-1251.00,"Computer Programmers",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",1.85
15-1251.00,"Computer Programmers",3.A.2,"On-Site or In-Plant Training",9,"Over 10 years",6.14
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.2,"On-Site or In-Plant Training",1,None,3.7
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",48.15
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",25.93
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",7.41
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",7.41
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",3.7
15-1253.00,"Software Quality Assurance Analysts and Testers",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",3.7
15-1254.00,"Web Developers",3.A.2,"On-Site or In-Plant Training",1,None,41.67
15-1254.00,"Web Developers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",12.5
15-1254.00,"Web Developers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",16.67
15-1254.00,"Web Developers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",12.5
15-1254.00,"Web Developers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",12.5
15-1254.00,"Web Developers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",4.17
15-1255.01,"Video Game Designers",3.A.2,"On-Site or In-Plant Training",1,None,52.38
15-1255.01,"Video Game Designers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",23.81
15-1255.01,"Video Game Designers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",9.52
15-1255.01,"Video Game Designers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",9.52
15-1255.01,"Video Game Designers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",4.76
15-1299.01,"Web Administrators",3.A.2,"On-Site or In-Plant Training",1,None,30
15-1299.01,"Web Administrators",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",25
15-1299.01,"Web Administrators",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",20
15-1299.01,"Web Administrators",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",5
15-1299.01,"Web Administrators",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",5
15-1299.01,"Web Administrators",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",5
15-1299.01,"Web Administrators",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",10
15-1299.03,"Document Management Specialists",3.A.2,"On-Site or In-Plant Training",1,None,10.53
15-1299.03,"Document Management Specialists",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",26.32
15-1299.03,"Document Management Specialists",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",31.58
15-1299.03,"Document Management Specialists",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",5.26
15-1299.03,"Document Management Specialists",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",15.79
15-1299.03,"Document Management Specialists",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",5.26
15-1299.03,"Document Management Specialists",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",5.26
15-1299.08,"Computer Systems Engineers/Architects",3.A.2,"On-Site or In-Plant Training",1,None,23.33
15-1299.08,"Computer Systems Engineers/Architects",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",33.33
15-1299.08,"Computer Systems Engineers/Architects",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",13.33
15-1299.08,"Computer Systems Engineers/Architects",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",6.67
15-1299.08,"Computer Systems Engineers/Architects",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",13.33
15-1299.08,"Computer Systems Engineers/Architects",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",6.67
15-1299.08,"Computer Systems Engineers/Architects",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",3.33
15-1299.09,"Information Technology Project Managers",3.A.2,"On-Site or In-Plant Training",1,None,4.76
15-1299.09,"Information Technology Project Managers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",19.05
15-1299.09,"Information Technology Project Managers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",14.29
15-1299.09,"Information Technology Project Managers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",14.29
15-1299.09,"Information Technology Project Managers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",33.33
15-1299.09,"Information Technology Project Managers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",4.76
15-1299.09,"Information Technology Project Managers",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",9.52
15-2011.00,Actuaries,3.A.2,"On-Site or In-Plant Training",1,None,31.25
15-2011.00,Actuaries,3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",18.75
15-2011.00,Actuaries,3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",6.25
15-2011.00,Actuaries,3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",6.25
15-2011.00,Actuaries,3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",3.12
15-2011.00,Actuaries,3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",6.25
15-2011.00,Actuaries,3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",9.38
15-2011.00,Actuaries,3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",15.62
15-2011.00,Actuaries,3.A.2,"On-Site or In-Plant Training",9,"Over 10 years",3.12
15-2021.00,Mathematicians,3.A.2,"On-Site or In-Plant Training",1,None,50
15-2021.00,Mathematicians,3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",8.33
15-2021.00,Mathematicians,3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",16.67
15-2021.00,Mathematicians,3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",8.33
15-2021.00,Mathematicians,3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",12.5
15-2021.00,Mathematicians,3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",4.17
15-2031.00,"Operations Research Analysts",3.A.2,"On-Site or In-Plant Training",1,None,45
15-2031.00,"Operations Research Analysts",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",25
15-2031.00,"Operations Research Analysts",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",15
15-2031.00,"Operations Research Analysts",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",5
15-2031.00,"Operations Research Analysts",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",5
15-2031.00,"Operations Research Analysts",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",5
15-2041.00,Statisticians,3.A.2,"On-Site or In-Plant Training",1,None,50
15-2041.00,Statisticians,3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",15
15-2041.00,Statisticians,3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",10
15-2041.00,Statisticians,3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",5
15-2041.00,Statisticians,3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",10
15-2041.00,Statisticians,3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",5
15-2041.00,Statisticians,3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",5
15-2041.01,Biostatisticians,3.A.2,"On-Site or In-Plant Training",1,None,16.67
15-2041.01,Biostatisticians,3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",16.67
15-2041.01,Biostatisticians,3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",20.83
15-2041.01,Biostatisticians,3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",25
15-2041.01,Biostatisticians,3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",8.33
15-2041.01,Biostatisticians,3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",8.33
15-2041.01,Biostatisticians,3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",4.17
15-2051.01,"Business Intelligence Analysts",3.A.2,"On-Site or In-Plant Training",1,None,19.05
15-2051.01,"Business Intelligence Analysts",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",19.05
15-2051.01,"Business Intelligence Analysts",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",14.29
15-2051.01,"Business Intelligence Analysts",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",19.05
15-2051.01,"Business Intelligence Analysts",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",4.76
15-2051.01,"Business Intelligence Analysts",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",9.52
15-2051.01,"Business Intelligence Analysts",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",9.52
15-2051.01,"Business Intelligence Analysts",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",4.76
15-2051.02,"Clinical Data Managers",3.A.2,"On-Site or In-Plant Training",1,None,15
15-2051.02,"Clinical Data Managers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",20
15-2051.02,"Clinical Data Managers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",35
15-2051.02,"Clinical Data Managers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",20
15-2051.02,"Clinical Data Managers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",5
15-2051.02,"Clinical Data Managers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",5
15-2099.01,"Bioinformatics Technicians",3.A.2,"On-Site or In-Plant Training",1,None,36.31
15-2099.01,"Bioinformatics Technicians",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",3.91
15-2099.01,"Bioinformatics Technicians",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",10.5
15-2099.01,"Bioinformatics Technicians",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",0.99
15-2099.01,"Bioinformatics Technicians",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",47.32
15-2099.01,"Bioinformatics Technicians",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",0.96
17-1011.00,"Architects, Except Landscape and Naval",3.A.2,"On-Site or In-Plant Training",1,None,47.62
17-1011.00,"Architects, Except Landscape and Naval",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",19.05
17-1011.00,"Architects, Except Landscape and Naval",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",9.52
17-1011.00,"Architects, Except Landscape and Naval",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",4.76
17-1011.00,"Architects, Except Landscape and Naval",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",9.52
17-1011.00,"Architects, Except Landscape and Naval",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",9.52
17-1012.00,"Landscape Architects",3.A.2,"On-Site or In-Plant Training",1,None,32.14
17-1012.00,"Landscape Architects",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",14.29
17-1012.00,"Landscape Architects",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",17.86
17-1012.00,"Landscape Architects",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",10.71
17-1012.00,"Landscape Architects",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",10.71
17-1012.00,"Landscape Architects",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",14.29
17-1021.00,"Cartographers and Photogrammetrists",3.A.2,"On-Site or In-Plant Training",1,None,24.9
17-1021.00,"Cartographers and Photogrammetrists",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",34.56
17-1021.00,"Cartographers and Photogrammetrists",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",22.06
17-1021.00,"Cartographers and Photogrammetrists",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",15.66
17-1021.00,"Cartographers and Photogrammetrists",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",0.38
17-1021.00,"Cartographers and Photogrammetrists",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",0.18
17-1021.00,"Cartographers and Photogrammetrists",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",2.27
17-1022.00,Surveyors,3.A.2,"On-Site or In-Plant Training",1,None,30
17-1022.00,Surveyors,3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",16.67
17-1022.00,Surveyors,3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",3.33
17-1022.00,Surveyors,3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",6.67
17-1022.00,Surveyors,3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",13.33
17-1022.00,Surveyors,3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",6.67
17-1022.00,Surveyors,3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",13.33
17-1022.00,Surveyors,3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",10
17-1022.01,"Geodetic Surveyors",3.A.2,"On-Site or In-Plant Training",1,None,20
17-1022.01,"Geodetic Surveyors",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",20
17-1022.01,"Geodetic Surveyors",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",10
17-1022.01,"Geodetic Surveyors",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",15
17-1022.01,"Geodetic Surveyors",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",20
17-1022.01,"Geodetic Surveyors",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",10
17-1022.01,"Geodetic Surveyors",3.A.2,"On-Site or In-Plant Training",9,"Over 10 years",5
17-2011.00,"Aerospace Engineers",3.A.2,"On-Site or In-Plant Training",1,None,6.71
17-2011.00,"Aerospace Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",29.67
17-2011.00,"Aerospace Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",11.05
17-2011.00,"Aerospace Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",8.31
17-2011.00,"Aerospace Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",17.53
17-2011.00,"Aerospace Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",13.55
17-2011.00,"Aerospace Engineers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",6.59
17-2011.00,"Aerospace Engineers",3.A.2,"On-Site or In-Plant Training",9,"Over 10 years",6.59
17-2021.00,"Agricultural Engineers",3.A.2,"On-Site or In-Plant Training",1,None,11.54
17-2021.00,"Agricultural Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",15.38
17-2021.00,"Agricultural Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",11.54
17-2021.00,"Agricultural Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",15.38
17-2021.00,"Agricultural Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",23.08
17-2021.00,"Agricultural Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",11.54
17-2021.00,"Agricultural Engineers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",3.85
17-2021.00,"Agricultural Engineers",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",7.69
17-2031.00,"Bioengineers and Biomedical Engineers",3.A.2,"On-Site or In-Plant Training",1,None,3.45
17-2031.00,"Bioengineers and Biomedical Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",24.14
17-2031.00,"Bioengineers and Biomedical Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",31.03
17-2031.00,"Bioengineers and Biomedical Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",24.14
17-2031.00,"Bioengineers and Biomedical Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",10.34
17-2031.00,"Bioengineers and Biomedical Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",3.45
17-2031.00,"Bioengineers and Biomedical Engineers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",3.45
17-2041.00,"Chemical Engineers",3.A.2,"On-Site or In-Plant Training",1,None,13.64
17-2041.00,"Chemical Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",18.18
17-2041.00,"Chemical Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",22.73
17-2041.00,"Chemical Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",9.09
17-2041.00,"Chemical Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",22.73
17-2041.00,"Chemical Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",13.64
17-2051.00,"Civil Engineers",3.A.2,"On-Site or In-Plant Training",1,None,42.86
17-2051.00,"Civil Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",19.05
17-2051.00,"Civil Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",4.76
17-2051.00,"Civil Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",9.52
17-2051.00,"Civil Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",4.76
17-2051.00,"Civil Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",9.52
17-2051.00,"Civil Engineers",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",9.52
17-2051.01,"Transportation Engineers",3.A.2,"On-Site or In-Plant Training",1,None,54.55
17-2051.01,"Transportation Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",9.09
17-2051.01,"Transportation Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",4.55
17-2051.01,"Transportation Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",9.09
17-2051.01,"Transportation Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",9.09
17-2051.01,"Transportation Engineers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",13.64
17-2051.02,"Water/Wastewater Engineers",3.A.2,"On-Site or In-Plant Training",1,None,34.78
17-2051.02,"Water/Wastewater Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",26.09
17-2051.02,"Water/Wastewater Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",4.35
17-2051.02,"Water/Wastewater Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",4.35
17-2051.02,"Water/Wastewater Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",8.7
17-2051.02,"Water/Wastewater Engineers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",13.04
17-2051.02,"Water/Wastewater Engineers",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",8.7
17-2061.00,"Computer Hardware Engineers",3.A.2,"On-Site or In-Plant Training",1,None,17.24
17-2061.00,"Computer Hardware Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",13.79
17-2061.00,"Computer Hardware Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",17.24
17-2061.00,"Computer Hardware Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",17.24
17-2061.00,"Computer Hardware Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",20.69
17-2061.00,"Computer Hardware Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",10.34
17-2061.00,"Computer Hardware Engineers",3.A.2,"On-Site or In-Plant Training",9,"Over 10 years",3.45
17-2071.00,"Electrical Engineers",3.A.2,"On-Site or In-Plant Training",1,None,18.92
17-2071.00,"Electrical Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",22.5
17-2071.00,"Electrical Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",10.16
17-2071.00,"Electrical Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",9.75
17-2071.00,"Electrical Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",13.29
17-2071.00,"Electrical Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",5.51
17-2071.00,"Electrical Engineers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",8.57
17-2071.00,"Electrical Engineers",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",11.3
17-2072.00,"Electronics Engineers, Except Computer",3.A.2,"On-Site or In-Plant Training",1,None,9.29
17-2072.00,"Electronics Engineers, Except Computer",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",13.71
17-2072.00,"Electronics Engineers, Except Computer",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",18.64
17-2072.00,"Electronics Engineers, Except Computer",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",17.89
17-2072.00,"Electronics Engineers, Except Computer",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",19.56
17-2072.00,"Electronics Engineers, Except Computer",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",6.9
17-2072.00,"Electronics Engineers, Except Computer",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",6.9
17-2072.00,"Electronics Engineers, Except Computer",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",7.09
17-2072.01,"Radio Frequency Identification Device Specialists",3.A.2,"On-Site or In-Plant Training",1,None,9.16
17-2072.01,"Radio Frequency Identification Device Specialists",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",11.52
17-2072.01,"Radio Frequency Identification Device Specialists",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",8.37
17-2072.01,"Radio Frequency Identification Device Specialists",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",20.09
17-2072.01,"Radio Frequency Identification Device Specialists",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",13.33
17-2072.01,"Radio Frequency Identification Device Specialists",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",29.26
17-2072.01,"Radio Frequency Identification Device Specialists",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",6.43
17-2072.01,"Radio Frequency Identification Device Specialists",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",1.83
17-2081.00,"Environmental Engineers",3.A.2,"On-Site or In-Plant Training",1,None,18.18
17-2081.00,"Environmental Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",36.36
17-2081.00,"Environmental Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",4.55
17-2081.00,"Environmental Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",18.18
17-2081.00,"Environmental Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",9.09
17-2081.00,"Environmental Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",4.55
17-2081.00,"Environmental Engineers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",4.55
17-2081.00,"Environmental Engineers",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",4.55
17-2111.02,"Fire-Prevention and Protection Engineers",3.A.2,"On-Site or In-Plant Training",1,None,30
17-2111.02,"Fire-Prevention and Protection Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",15
17-2111.02,"Fire-Prevention and Protection Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",10
17-2111.02,"Fire-Prevention and Protection Engineers",3.A.2,"On-Site or In-Plant Training",5,"Over 6 months, up to and including 1 year",5
17-2111.02,"Fire-Prevention and Protection Engineers",3.A.2,"On-Site or In-Plant Training",6,"Over 1 year, up to and including 2 years",15
17-2111.02,"Fire-Prevention and Protection Engineers",3.A.2,"On-Site or In-Plant Training",7,"Over 2 years, up to and including 4 years",20
17-2111.02,"Fire-Prevention and Protection Engineers",3.A.2,"On-Site or In-Plant Training",8,"Over 4 years, up to and including 10 years",5
17-2112.00,"Industrial Engineers",3.A.2,"On-Site or In-Plant Training",1,None,10.69
17-2112.00,"Industrial Engineers",3.A.2,"On-Site or In-Plant Training",2,"Up to and including 1 month",20.36
17-2112.00,"Industrial Engineers",3.A.2,"On-Site or In-Plant Training",3,"Over 1 month, up to and including 3 months",25.94
17-2112.00,"Industrial Engineers",3.A.2,"On-Site or In-Plant Training",4,"Over 3 months, up to and including 6 months",16.03
